@relation 'keeldataset-weka.filters.unsupervised.attribute.Remove-R5,20-22'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute verdict {p,e}

@data
x,y,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,s,w,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,p
f,y,e,t,f,c,b,w,e,b,s,s,w,w,p,w,t,e,e
x,y,u,f,f,c,n,w,e,b,s,f,w,w,p,w,o,f,e
x,y,y,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
f,s,p,t,f,c,b,w,e,b,s,s,w,e,p,w,t,e,e
f,f,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,y,n,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
f,f,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,s,g,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,p
f,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,f,w,f,f,c,n,g,e,b,s,s,w,w,p,w,o,p,p
x,f,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
f,s,b,t,f,c,b,h,t,b,f,s,w,w,p,w,o,p,p
x,y,y,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,s,p,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,p
f,s,b,t,f,c,b,p,t,b,f,f,w,w,p,w,o,p,p
x,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,y,u,f,f,c,n,u,e,b,s,f,w,w,p,w,o,f,e
x,f,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,f,e,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
f,f,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
x,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
f,y,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
f,f,e,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,f,y,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,p,f,f,w,n,p,e,b,s,s,w,w,p,w,o,p,p
f,f,y,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
x,s,p,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,f,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,s,p,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,p
x,f,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,f,e,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
x,y,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,y,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,y,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,f,g,t,f,c,b,u,t,b,s,s,w,w,p,w,o,p,e
x,s,g,t,f,c,b,h,t,b,f,s,w,w,p,w,o,p,p
x,y,n,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
f,s,g,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,p
f,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,y,e,t,f,c,b,e,e,b,s,s,w,e,p,w,t,e,e
f,y,g,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,y,n,t,f,c,b,e,e,b,s,s,e,e,p,w,t,e,e
f,y,g,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
k,f,n,f,f,c,n,w,e,b,k,y,w,n,p,w,o,e,p
f,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
f,f,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,s,w,t,f,c,b,w,t,b,f,f,w,w,p,w,o,p,p
f,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,e,t,f,c,b,w,e,b,s,s,e,e,p,w,t,e,e
f,y,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
b,f,y,f,f,c,n,w,e,b,k,y,w,n,p,w,o,e,p
f,y,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
x,s,g,t,f,c,b,p,t,b,f,f,w,w,p,w,o,p,p
f,y,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
k,y,e,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,f,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
k,y,n,f,f,w,n,w,e,b,f,s,w,n,p,w,o,e,e
x,s,w,f,f,c,n,p,e,b,s,s,w,w,p,w,o,p,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
f,y,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
b,s,b,t,f,c,b,g,e,b,s,s,w,w,p,w,t,p,p
x,s,w,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,p
f,y,e,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
b,s,w,t,f,c,b,g,e,b,s,s,w,w,p,w,t,p,p
f,y,p,t,f,c,b,w,e,b,s,s,e,e,p,w,t,e,e
x,s,w,t,f,c,b,p,t,b,f,f,w,w,p,w,o,p,p
k,y,n,t,f,c,b,w,e,b,s,s,w,w,p,w,t,e,e
x,y,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,s,b,t,f,c,b,h,t,b,f,s,w,w,p,w,o,p,p
f,y,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
k,s,e,t,f,c,b,w,e,b,s,s,e,w,p,w,t,e,e
f,y,n,t,f,c,b,e,e,b,s,s,e,w,p,w,t,e,e
f,s,b,t,f,c,b,w,e,b,s,s,e,w,p,w,t,e,e
x,y,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,f,g,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,e
f,f,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
x,s,g,t,f,c,b,p,t,b,f,f,w,w,p,w,o,p,p
f,f,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
f,f,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
f,y,n,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,y,e,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
f,y,g,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
f,f,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,y,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
b,y,w,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,p
f,f,y,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
f,f,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,y,p,t,f,c,b,e,e,b,s,s,e,e,p,w,t,e,e
x,s,w,t,f,c,b,h,t,b,s,s,w,w,p,w,o,p,p
f,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
f,s,b,t,f,c,b,w,t,b,f,s,w,w,p,w,o,p,p
x,f,g,f,f,c,n,g,e,b,s,s,w,w,p,w,o,p,p
x,f,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,y,r,f,f,c,n,p,e,b,s,f,w,w,p,w,o,f,e
f,y,w,f,f,c,n,h,e,b,s,f,w,w,p,w,o,f,e
x,f,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
f,y,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,y,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,s,e,t,f,c,b,w,e,b,s,s,w,e,p,w,t,e,e
f,f,y,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,s,g,t,f,c,b,p,t,b,f,s,w,w,p,w,o,p,p
f,f,y,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
x,s,g,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,p
f,y,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
f,f,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
x,s,w,f,f,c,n,n,e,b,s,s,w,w,p,w,o,p,p
f,y,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
f,y,e,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,f,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
k,s,b,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,f,y,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,f,n,f,f,w,n,w,e,b,s,f,w,n,p,w,o,e,e
x,y,e,t,f,c,b,e,e,b,s,s,e,e,p,w,t,e,e
x,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
f,s,g,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,p
x,y,y,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
f,y,g,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
k,s,b,t,f,c,b,w,e,b,s,s,e,w,p,w,t,e,e
f,f,y,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
k,s,p,t,f,c,b,w,e,b,s,s,e,e,p,w,t,e,e
f,y,n,f,f,c,n,w,e,b,k,y,w,n,p,w,o,e,p
x,y,g,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
x,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,s,b,t,f,c,b,w,t,b,f,f,w,w,p,w,o,p,p
f,s,b,t,f,c,b,w,e,b,s,s,w,w,p,w,t,e,e
f,s,w,t,f,c,b,w,t,b,f,f,w,w,p,w,o,p,p
f,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,f,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
x,s,b,t,f,c,b,h,t,b,s,s,w,w,p,w,o,p,p
f,f,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,s,g,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,p
f,s,b,t,f,c,b,w,e,b,s,s,w,e,p,w,t,e,e
x,s,p,t,f,c,b,w,e,b,s,s,e,e,p,w,t,e,e
k,s,n,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,y,p,t,f,c,b,g,e,b,s,s,w,w,p,w,t,p,p
f,y,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,p
f,f,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,p
f,f,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
f,y,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,p
f,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,p
f,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,y,u,f,f,c,n,w,e,b,s,f,w,w,p,w,o,f,e
f,f,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
x,y,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
f,f,y,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,p
x,f,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,y,g,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
f,s,b,t,f,c,b,e,e,b,s,s,w,w,p,w,t,e,e
f,f,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,p
f,y,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,s,n,t,f,c,b,w,e,b,s,s,w,e,p,w,t,e,e
f,f,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,y,g,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,p
x,y,n,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
f,f,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
x,y,n,f,f,c,n,w,e,b,k,y,w,n,p,w,o,e,p
b,s,b,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,p
f,f,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,p
f,y,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,p
f,y,u,f,f,c,n,u,e,b,s,f,w,w,p,w,o,f,e
x,f,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,p
f,y,y,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
f,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,p
x,y,y,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,p
x,y,e,t,f,c,b,w,e,b,s,s,e,w,p,w,t,e,e
f,f,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,p
x,y,y,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,p
x,y,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
